Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),CO,Ozone,PM10,PM25,NO2,Year,Month,Month_Name,Year-Month,Week,Day
2025-09-10,30,Ozone,Bangalore,4.987004548408057,30.0,13.40467111534795,16.0,21.362118320610687,2025.0,9.0,September,2025-09,37,Wednesday
2025-10-10,31,Ozone,Bangalore,4.987004548408057,31.0,13.40467111534795,22.0,21.362118320610687,2025.0,10.0,October,2025-10,41,Friday
2025-11-10,31,Ozone,Bangalore,4.987004548408057,31.0,13.40467111534795,24.0,21.362118320610687,2025.0,11.0,November,2025-11,46,Monday
2025-12-10,30,Ozone,Bangalore,4.987004548408057,30.0,13.40467111534795,20.0,21.362118320610687,2025.0,12.0,December,2025-12,50,Wednesday
,25,Ozone,Bangalore,4.987004548408057,25.0,13.40467111534795,8.0,21.362118320610687,,,,NaT,,
,24,Ozone,Bangalore,4.987004548408057,24.0,13.40467111534795,15.0,21.362118320610687,,,,NaT,,
,26,Ozone,Bangalore,4.987004548408057,26.0,13.40467111534795,18.0,21.362118320610687,,,,NaT,,
,34,Ozone,Bangalore,4.987004548408057,34.0,13.40467111534795,9.0,21.362118320610687,,,,NaT,,
,29,Ozone,Bangalore,4.987004548408057,29.0,13.40467111534795,19.0,21.362118320610687,,,,NaT,,
,38,PM2.5,Bangalore,4.987004548408057,26.0,13.40467111534795,38.0,21.362118320610687,,,,NaT,,
,44,Ozone,Bangalore,4.987004548408057,44.0,13.40467111534795,33.0,21.362118320610687,,,,NaT,,
,40,Ozone,Bangalore,4.987004548408057,40.0,13.40467111534795,22.0,21.362118320610687,,,,NaT,,
,35,Ozone,Bangalore,4.987004548408057,35.0,13.40467111534795,24.0,21.362118320610687,,,,NaT,,
,32,Ozone,Bangalore,4.987004548408057,32.0,13.40467111534795,31.0,21.362118320610687,,,,NaT,,
,24,PM2.5,Hyderabad,4.987004548408057,21.0,13.40467111534795,24.0,21.362118320610687,,,,NaT,,
,26,PM2.5,Hyderabad,4.987004548408057,15.0,13.40467111534795,26.0,21.362118320610687,,,,NaT,,
,28,PM2.5,Bangalore,4.987004548408057,24.0,13.40467111534795,28.0,21.362118320610687,,,,NaT,,
,33,PM2.5,Bangalore,4.987004548408057,31.0,13.40467111534795,33.0,21.362118320610687,,,,NaT,,
,36,PM2.5,Bangalore,4.987004548408057,22.0,13.40467111534795,36.0,21.362118320610687,,,,NaT,,
,27,PM2.5,Bangalore,4.987004548408057,21.0,13.40467111534795,27.0,21.362118320610687,,,,NaT,,
,22,PM2.5,Hyderabad,4.987004548408057,19.0,13.40467111534795,22.0,21.362118320610687,,,,NaT,,
,29,Ozone,Bangalore,4.987004548408057,29.0,13.40467111534795,16.0,21.362118320610687,,,,NaT,,
,32,Ozone,Bangalore,4.987004548408057,32.0,13.40467111534795,14.0,21.362118320610687,,,,NaT,,
2025-01-11,31,Ozone,Bangalore,4.987004548408057,31.0,13.40467111534795,14.0,21.362118320610687,2025.0,1.0,January,2025-01,2,Saturday
2025-02-11,46,PM2.5,Bangalore,4.987004548408057,28.0,13.40467111534795,46.0,21.362118320610687,2025.0,2.0,February,2025-02,7,Tuesday
2025-03-11,52,PM2.5,Hyderabad,4.987004548408057,31.0,13.40467111534795,52.0,21.362118320610687,2025.0,3.0,March,2025-03,11,Tuesday
2025-04-11,33,Ozone,Bangalore,4.987004548408057,33.0,13.40467111534795,13.0,21.362118320610687,2025.0,4.0,April,2025-04,15,Friday
2025-05-11,38,Ozone,Bangalore,4.987004548408057,38.0,13.40467111534795,29.0,21.362118320610687,2025.0,5.0,May,2025-05,19,Sunday
2025-06-11,32,Ozone,Bangalore,4.987004548408057,32.0,13.40467111534795,7.0,21.362118320610687,2025.0,6.0,June,2025-06,24,Wednesday
2025-07-11,39,Ozone,Bangalore,4.987004548408057,39.0,13.40467111534795,27.0,21.362118320610687,2025.0,7.0,July,2025-07,28,Friday
2025-08-11,46,PM2.5,Hyderabad,4.987004548408057,30.0,13.40467111534795,46.0,21.362118320610687,2025.0,8.0,August,2025-08,33,Monday
2025-09-11,49,PM2.5,Bangalore,4.987004548408057,26.0,13.40467111534795,49.0,21.362118320610687,2025.0,9.0,September,2025-09,37,Thursday
2025-10-11,25,PM2.5,Bangalore,4.987004548408057,23.0,13.40467111534795,25.0,21.362118320610687,2025.0,10.0,October,2025-10,41,Saturday
2025-11-11,31,Ozone,Bangalore,4.987004548408057,31.0,13.40467111534795,9.0,21.362118320610687,2025.0,11.0,November,2025-11,46,Tuesday
2025-12-11,30,PM2.5,Hyderabad,4.987004548408057,23.0,13.40467111534795,30.0,21.362118320610687,2025.0,12.0,December,2025-12,50,Thursday
,28,Ozone,Bangalore,4.987004548408057,28.0,13.40467111534795,12.0,21.362118320610687,,,,NaT,,
,25,PM2.5,Bangalore,4.987004548408057,24.0,13.40467111534795,25.0,21.362118320610687,,,,NaT,,
,33,PM2.5,Hyderabad,4.987004548408057,29.0,13.40467111534795,33.0,21.362118320610687,,,,NaT,,
,30,Ozone,Bangalore,4.987004548408057,30.0,13.40467111534795,7.0,21.362118320610687,,,,NaT,,
,31,Ozone,Bangalore,4.987004548408057,31.0,13.40467111534795,13.0,21.362118320610687,,,,NaT,,
,39,PM2.5,Hyderabad,4.987004548408057,27.0,13.40467111534795,39.0,21.362118320610687,,,,NaT,,
,52,PM2.5,Bangalore,4.987004548408057,24.0,13.40467111534795,52.0,21.362118320610687,,,,NaT,,
,69,PM2.5,Bangalore,4.987004548408057,7.0,13.40467111534795,69.0,21.362118320610687,,,,NaT,,
,65,PM2.5,Hyderabad,4.987004548408057,27.0,13.40467111534795,65.0,21.362118320610687,,,,NaT,,
,43,PM2.5,Bangalore,4.987004548408057,16.0,13.40467111534795,43.0,21.362118320610687,,,,NaT,,
,25,PM2.5,Hyderabad,4.987004548408057,19.0,13.40467111534795,25.0,21.362118320610687,,,,NaT,,
,43,PM2.5,Hyderabad,4.987004548408057,29.0,13.40467111534795,43.0,21.362118320610687,,,,NaT,,
,58,PM2.5,Bangalore,4.987004548408057,25.0,13.40467111534795,58.0,21.362118320610687,,,,NaT,,
,29,Ozone,Bangalore,4.987004548408057,29.0,13.40467111534795,14.0,21.362118320610687,,,,NaT,,
,35,Ozone,Bangalore,4.987004548408057,35.0,13.40467111534795,11.0,21.362118320610687,,,,NaT,,
,39,Ozone,Bangalore,4.987004548408057,39.0,13.40467111534795,13.0,21.362118320610687,,,,NaT,,
,41,PM2.5,Bangalore,4.987004548408057,25.0,13.40467111534795,41.0,21.362118320610687,,,,NaT,,
2025-01-12,33,Ozone,Bangalore,4.987004548408057,33.0,13.40467111534795,20.0,21.362118320610687,2025.0,1.0,January,2025-01,2,Sunday
2025-02-12,41,PM2.5,Bangalore,4.987004548408057,39.00232018561485,13.40467111534795,41.0,21.362118320610687,2025.0,2.0,February,2025-02,7,Wednesday
2025-03-12,35,PM2.5,Bangalore,4.987004548408057,32.0,13.40467111534795,35.0,21.362118320610687,2025.0,3.0,March,2025-03,11,Wednesday
2025-04-12,46,PM2.5,Hyderabad,4.987004548408057,34.0,13.40467111534795,46.0,21.362118320610687,2025.0,4.0,April,2025-04,15,Saturday
2025-05-12,28,Ozone,Bangalore,4.987004548408057,28.0,13.40467111534795,21.0,21.362118320610687,2025.0,5.0,May,2025-05,20,Monday
2025-06-12,58,PM2.5,Hyderabad,4.987004548408057,21.0,13.40467111534795,58.0,21.362118320610687,2025.0,6.0,June,2025-06,24,Thursday
2025-07-12,64,PM2.5,Hyderabad,4.987004548408057,29.0,13.40467111534795,64.0,21.362118320610687,2025.0,7.0,July,2025-07,28,Saturday
2025-08-12,34,Ozone,Bangalore,4.987004548408057,34.0,13.40467111534795,19.0,21.362118320610687,2025.0,8.0,August,2025-08,33,Tuesday
2025-09-12,26,PM2.5,Bangalore,4.987004548408057,26.0,13.40467111534795,26.0,21.362118320610687,2025.0,9.0,September,2025-09,37,Friday
2025-10-12,54,PM2.5,Hyderabad,4.987004548408057,23.0,13.40467111534795,54.0,21.362118320610687,2025.0,10.0,October,2025-10,41,Sunday
2025-11-12,34,Ozone,Bangalore,4.987004548408057,34.0,13.40467111534795,23.0,21.362118320610687,2025.0,11.0,November,2025-11,46,Wednesday
2025-12-12,33,Ozone,Bangalore,4.987004548408057,33.0,13.40467111534795,17.0,21.362118320610687,2025.0,12.0,December,2025-12,50,Friday
,52,PM2.5,Hyderabad,4.987004548408057,17.0,13.40467111534795,52.0,21.362118320610687,,,,NaT,,
,51,PM2.5,Hyderabad,4.987004548408057,30.0,13.40467111534795,51.0,21.362118320610687,,,,NaT,,
,33,Ozone,Bangalore,4.987004548408057,33.0,13.40467111534795,19.0,21.362118320610687,,,,NaT,,
,61,PM2.5,Hyderabad,4.987004548408057,23.0,13.40467111534795,61.0,21.362118320610687,,,,NaT,,
,69,PM2.5,Hyderabad,4.987004548408057,13.0,13.40467111534795,69.0,21.362118320610687,,,,NaT,,
,58,PM2.5,Hyderabad,4.987004548408057,26.0,13.40467111534795,58.0,21.362118320610687,,,,NaT,,
,38,PM2.5,Hyderabad,4.987004548408057,35.0,13.40467111534795,38.0,21.362118320610687,,,,NaT,,
,34,Ozone,Bangalore,4.987004548408057,34.0,13.40467111534795,24.0,21.362118320610687,,,,NaT,,
,33,Ozone,Bangalore,4.987004548408057,33.0,13.40467111534795,28.0,21.362118320610687,,,,NaT,,
,34,Ozone,Bangalore,4.987004548408057,34.0,13.40467111534795,18.0,21.362118320610687,,,,NaT,,
,53,PM2.5,Hyderabad,4.987004548408057,25.0,13.40467111534795,53.0,21.362118320610687,,,,NaT,,
,42,PM2.5,Hyderabad,4.987004548408057,26.0,13.40467111534795,42.0,21.362118320610687,,,,NaT,,
,36,PM2.5,Bangalore,4.987004548408057,33.0,13.40467111534795,36.0,21.362118320610687,,,,NaT,,
,33,Ozone,Bangalore,4.987004548408057,33.0,13.40467111534795,15.0,21.362118320610687,,,,NaT,,
,48,PM2.5,Bangalore,4.987004548408057,29.0,13.40467111534795,48.0,21.362118320610687,,,,NaT,,
,75,PM2.5,Hyderabad,4.987004548408057,16.0,13.40467111534795,75.0,21.362118320610687,,,,NaT,,
,54,PM2.5,Hyderabad,4.987004548408057,31.0,13.40467111534795,54.0,21.362118320610687,,,,NaT,,
,36,Ozone,Bangalore,4.987004548408057,36.0,13.40467111534795,13.0,21.362118320610687,,,,NaT,,
,40,PM2.5,Hyderabad,4.987004548408057,35.0,13.40467111534795,40.0,21.362118320610687,,,,NaT,,
